track,album,artist,genre,popularity,explicit,release_date,duration_ms,track_score,duration_min,release_year
Manos de Tijera,Manos de Tijera,Yiyo Sarante,salsa,75,False,2021-08-24,230112,37.5,3.8352,2021
Confession,Confession,Babyboy AV,afrobeats,74,False,2021-10-22,188629,37.0,3.1438166666666665,2021
Morenita,Morenita,HUGEL,latin house,74,False,2021-06-25,176491,37.0,2.941516666666667,2021
Shotgun Blues,Servant Of The Mind (Deluxe),Volbeat,rock,69,False,2021-12-03,267826,34.5,4.463766666666666,2021
BED,BED,Joel Corry,dance pop,72,False,2021-02-26,178087,36.0,2.9681166666666665,2021
Down Under (feat. Colin Hay),Down Under (feat. Colin Hay),Luude,drum and bass,68,False,2021-11-19,158774,34.0,2.6462333333333334,2021
SI TÚ SUPIERAS - Bonus Track,INTER SHIBUYA - LA MAFIA,Feid,reggaeton,74,False,2021-08-20,196373,37.0,3.272883333333333,2021
Me Hace Daño Verte,Trovando El Son,Fresto Music,salsa,78,False,2021-04-20,300791,39.0,5.013183333333333,2021
Savage,Savage - The 1st Mini Album,aespa,k-pop,74,False,2021-10-05,238143,37.0,3.96905,2021
La Distancia,Eterno,Manuel Medrano,colombian pop,77,False,2021-10-01,197186,38.5,3.2864333333333335,2021
Next Level,Next Level,aespa,k-pop,73,False,2021-05-17,221573,36.5,3.6928833333333335,2021
23 Preguntas,23 Preguntas,Anuel AA,reggaeton,73,True,2021-08-23,251221,36.5,4.187016666666667,2021
Tan Bonita,El Amor En Los Tiempos Del Perreo,Piso 21,reggaeton,73,False,2021-03-18,211998,36.5,3.5333,2021
100 MILLONES,100 MILLONES,Bad Bunny,reggaeton,70,True,2021-05-28,237459,35.0,3.95765,2021
ELEVEN,ELEVEN,IVE,k-pop,72,False,2021-12-01,178453,36.0,2.9742166666666665,2021
Weightless (jamesjamesjames Remix),Weightless (jamesjamesjames Remix),Ben Böhmer,melodic house,70,False,2021-04-09,249779,35.0,4.162983333333333,2021
Mary Had A Little Lamb,Mary Had A Little Lamb,Titus S.,lullaby,66,False,2021-03-31,89217,33.0,1.48695,2021
Hurts So Good,Leave It Beautiful (Complete),Astrid S,norwegian pop,73,False,2021-03-05,208728,36.5,3.4788,2021
残響散歌,残響散歌,Aimer,anime,70,False,2021-12-06,184893,35.0,3.08155,2021
Loco,La Última Promesa,Justin Quiles,reggaeton,73,False,2021-08-19,231603,36.5,3.86005,2021
Lola,Lola,Jedis,reggaeton mexa,73,True,2021-03-28,263000,36.5,4.383333333333334,2021
Titanium (feat. Sia) - David Guetta & MORTEN Future Rave Remix,Titanium (feat. Sia) [David Guetta & MORTEN Future Rave Remix],David Guetta,edm,72,False,2021-08-20,211428,36.0,3.5238,2021
Más humano,Más humano,LATIN MAFIA,latin r&b,74,False,2021-08-14,187200,37.0,3.12,2021
Rock with you,SEVENTEEN 9th Mini Album 'Attacca',SEVENTEEN,k-pop,72,False,2021-10-22,180360,36.0,3.006,2021
911 (Remix),911 (Remix),Sech,reggaeton,71,True,2021-07-09,208631,35.5,3.4771833333333335,2021
Air Drop,Air Drop,Bryant Myers,trap latino,71,True,2021-07-30,205565,35.5,3.426083333333333,2021
Uva Bombom,Uva Bombom,Rochy RD,dembow,66,False,2021-08-20,136427,33.0,2.2737833333333333,2021
MÍRENME AHORA,LYKE MIKE,Myke Towers,reggaeton,73,True,2021-04-23,187897,36.5,3.1316166666666665,2021
Dead Inside,Dead Inside,АДЛИН,phonk,69,False,2021-10-27,124968,34.5,2.0828,2021
Manos de Tijera,Mis Manos,Camilo,colombian pop,72,False,2021-03-04,267271,36.0,4.454516666666667,2021
DUELE EL CORAZON,FINAL (Vol.1),Enrique Iglesias,latin pop,72,False,2021-09-17,199693,36.0,3.3282166666666666,2021
Estoy Perdido,Mil historias Edición De Lujo,El Chaval de la Bachata,bachata,61,False,2021-08-05,251428,30.5,4.190466666666667,2021
"Eladio Carrion: Bzrp Music Sessions, Vol. 40","Eladio Carrion: Bzrp Music Sessions, Vol. 40",Bizarrap,argentine trap,72,True,2021-06-09,164895,36.0,2.74825,2021
YSL,Anchor Baby,June Freedom,afrobeats,69,False,2021-06-18,173714,34.5,2.8952333333333335,2021
怪物,怪物,YOASOBI,j-pop,69,False,2021-01-06,206000,34.5,3.433333333333333,2021
Pareja Del Año,Pareja Del Año,Sebastian Yatra,colombian pop,73,False,2021-04-16,195053,36.5,3.2508833333333333,2021
Tokyo,Timelezz,JHAYCO,reggaeton,73,False,2021-09-03,202160,36.5,3.3693333333333335,2021
Hate It or Love It,Hate It or Love It,RIVIIERA,afro house,70,True,2021-07-06,192000,35.0,3.2,2021
群青,THE BOOK,YOASOBI,j-pop,72,False,2021-01-06,248026,36.0,4.133766666666666,2021
Millones,Mis Manos,Camilo,colombian pop,72,False,2021-03-04,221749,36.0,3.6958166666666665,2021
Sobrio,Sobrio,Maluma,reggaeton,71,False,2021-07-08,201180,35.5,3.353,2021
Machu Picchu,Mis Manos,Camilo,colombian pop,73,False,2021-03-04,179004,36.5,2.9834,2021
Premier Gaou - Nitefreak Remix,Premier Gaou (Nitefreak Remix),Francis Mercier,afro house,73,False,2021-11-05,222295,36.5,3.7049166666666666,2021
Esa Cruz,Las Leyendas Nunca Mueren,Anuel AA,reggaeton,72,True,2021-11-26,164096,36.0,2.734933333333333,2021
Ya Ya,Up 2 Më,Yeat,rage rap,60,True,2021-09-10,138814,30.0,2.3135666666666665,2021
Carlitos,A Mis 20,Natanael Cano,corridos tumbados,70,False,2021-05-28,181333,35.0,3.0222166666666666,2021
Wellerman - Sea Shanty / 220 KID x Billen Ted Remix,Wellerman (Sea Shanty / 220 KID x Billen Ted Remix),Nathan Evans,sea shanties,70,False,2021-01-21,116750,35.0,1.9458333333333333,2021
Supermercado,1940 Carmen,Mon Laferte,latin alternative,77,False,2021-10-29,214573,38.5,3.576216666666667,2021
Persia - Remix,Persia (Remix),Jossef,reggaeton,74,False,2021-01-22,250906,37.0,4.181766666666666,2021
AMOR DE MI VIDA,INTER SHIBUYA (FERXXO EDITION),Feid,reggaeton,70,False,2021-12-17,189613,35.0,3.1602166666666665,2021
Tu Amor No Tiene Fin (Reprise),Sana Nuestra Nación,Generación 12,christian,66,False,2021-11-19,306976,33.0,5.116266666666666,2021
Tacones Rojos,Tacones Rojos,Sebastian Yatra,colombian pop,73,False,2021-10-22,189320,36.5,3.1553333333333335,2021
milk cassette x.mp3,milk cassette x.mp3,analog_mannequin,dark ambient,63,False,2021-12-14,200843,31.5,3.347383333333333,2021
Flores en Anónimo,Sauce Boyz 2,Eladio Carrion,trap latino,70,False,2021-12-02,170000,35.0,2.8333333333333335,2021
EXPERIMENTO,EXPERIMENTO,Myke Towers,reggaeton,73,True,2021-09-23,222728,36.5,3.7121333333333335,2021
ただ声一つ,ただ声一つ,Rokudenashi,j-pop,73,False,2021-12-22,161561,36.5,2.6926833333333335,2021
Vuelvo a Casa,Sana Nuestra Nación,Generación 12,christian,66,False,2021-11-19,549068,33.0,9.151133333333334,2021
North Carolina,Las Leyendas Nunca Mueren,Anuel AA,reggaeton,67,True,2021-11-26,176538,33.5,2.9423,2021
たぶん,THE BOOK,YOASOBI,j-pop,69,False,2021-01-06,256773,34.5,4.27955,2021
Ella - Remix,Ella (Remix),Boza,reggaeton,68,True,2021-10-29,330477,34.0,5.50795,2021
Overseas,Home Alone 2,D-Block Europe,grime,73,True,2021-11-19,222154,36.5,3.702566666666667,2021
Caricias Prohibidas,Sedúceme,Viti Ruiz,salsa,69,False,2021-03-15,321178,34.5,5.352966666666667,2021
Guaro (Remix),Guaro (Remix),Pipe Bueno,ranchera,68,False,2021-09-16,222285,34.0,3.70475,2021
Monastery,Monastery,Ryan Castro,reggaeton,67,True,2021-11-12,188932,33.5,3.1488666666666667,2021
Conexión,Conexión,Foreign Teck,trap latino,67,True,2021-04-29,288282,33.5,4.8047,2021
Categoría 5,Huracán,Alemán,mexican hip hop,71,True,2021-11-18,165714,35.5,2.7619,2021
Shivers - Ofenbach Remix,Shivers (Ofenbach Remix),Ed Sheeran,soft pop,69,False,2021-10-08,187247,34.5,3.1207833333333332,2021
一途,一途,King Gnu,j-pop,70,False,2021-12-10,190606,35.0,3.1767666666666665,2021
Monastery,Monastery,Ryan Castro,reggaeton,69,False,2021-11-12,189333,34.5,3.15555,2021
Yugoslavskiy Groove,Softic,Soft Blade,lo-fi house,65,False,2021-08-06,244000,32.5,4.066666666666666,2021
Inexplicable,Inexplicable,Denicher Pol,worship,62,False,2021-02-10,324493,31.0,5.408216666666666,2021
"Ranjha (From ""Shershaah"")","Ranjha (From ""Shershaah"")",Jasleen Royal,hindi pop,79,False,2021-08-05,228855,39.5,3.81425,2021
Todo o Nada,Monarca,Eladio Carrion,trap latino,69,True,2021-01-08,159704,34.5,2.6617333333333333,2021
Hide U - Tinlicker Remix,Hide U (Tinlicker Remix),Sian Evans,melodic techno,64,False,2021-04-09,221048,32.0,3.6841333333333335,2021
Miénteme,Miénteme,TINI,latin pop,72,False,2021-04-29,165275,36.0,2.754583333333333,2021
Isa lang,Isa lang,Arthur Nery,opm,81,False,2021-12-17,269256,40.5,4.4876,2021
A Dónde Vamos,¿A Dónde Vamos?,Morat,colombian pop,75,False,2021-07-16,204608,37.5,3.4101333333333335,2021
Something in the Orange,Something in the Orange,Zach Bryan,country,88,False,2022-04-22,228013,44.0,3.8002166666666666,2022
Wondering Why,Moment of Truth,The Red Clay Strays,country,85,False,2022-04-29,232917,42.5,3.88195,2022
Snooze,SOS,SZA,r&b,90,True,2022-12-09,201800,45.0,3.3633333333333333,2022
Good Days,SOS,SZA,r&b,85,True,2022-12-09,278480,42.5,4.641333333333334,2022
WAIT FOR U (feat. Drake & Tems),I NEVER LIKED YOU,Future,rap,85,True,2022-04-29,189893,42.5,3.1648833333333335,2022
the perfect pair,Beatopia,beabadoobee,bedroom pop,85,False,2022-07-15,177533,42.5,2.9588833333333335,2022
Sun to Me,American Heartbreak,Zach Bryan,country,81,False,2022-05-20,163031,40.5,2.7171833333333333,2022
"Burn, Burn, Burn","Burn, Burn, Burn",Zach Bryan,country,81,False,2022-09-08,268856,40.5,4.480933333333334,2022
Oklahoma Smokeshow,Summertime Blues,Zach Bryan,country,81,False,2022-07-15,211739,40.5,3.528983333333333,2022
Porch Light,Porch Light,Josh Meloy,red dirt,80,True,2022-11-18,184949,40.0,3.0824833333333332,2022
Motorcycle Drive By,Summertime Blues,Zach Bryan,country,81,False,2022-07-15,161799,40.5,2.69665,2022
Nobody Gets Me,SOS,SZA,r&b,86,True,2022-12-09,180853,43.0,3.0142166666666665,2022
Heart Like A Truck,Bell Bottom Country,Lainey Wilson,country,79,False,2022-11-28,199040,39.5,3.3173333333333335,2022
Flower Shops (feat. Morgan Wallen),FLOWER SHOPS (THE ALBUM),ERNEST,country,78,False,2022-03-11,214405,39.0,3.5734166666666667,2022
Kill Bill,SOS,SZA,r&b,86,False,2022-12-08,153946,43.0,2.5657666666666668,2022
Tití Me Preguntó,Un Verano Sin Ti,Bad Bunny,reggaeton,87,True,2022-05-06,243716,43.5,4.061933333333333,2022
Open the Gate,American Heartbreak,Zach Bryan,country,79,False,2022-05-20,234771,39.5,3.91285,2022
The Good I'll Do,American Heartbreak,Zach Bryan,country,79,True,2022-05-20,211315,39.5,3.521916666666667,2022
Jimmy Cooks (feat. 21 Savage),"Honestly, Nevermind",Drake,rap,83,True,2022-06-17,218364,41.5,3.6394,2022
ALL MINE,WASTELAND,Brent Faiyaz,r&b,80,True,2022-07-08,216062,40.0,3.6010333333333335,2022
1000 Blunts,"Sing Me a Lullaby, My Sweet Temptation",$uicideboy$,emo rap,79,True,2022-07-29,175476,39.5,2.9246,2022
Moscow Mule,Un Verano Sin Ti,Bad Bunny,reggaeton,87,True,2022-05-06,245939,43.5,4.098983333333333,2022
Please Don't Go,Please Don't Go,Wyatt Flores,country,77,False,2022-07-15,181498,38.5,3.024966666666667,2022
snowfall,snowfall,Øneheart,dark ambient,86,False,2022-01-14,124065,43.0,2.06775,2022
Open Arms (feat. Travis Scott),SOS,SZA,r&b,84,False,2022-12-08,239613,42.0,3.99355,2022
She Had Me At Heads Carolina,Stereotype,Cole Swindell,country,77,False,2022-04-08,206106,38.5,3.4351,2022
Watermelon Moonshine,Bell Bottom Country,Lainey Wilson,country,77,False,2022-11-28,208853,38.5,3.4808833333333333,2022
Me Porto Bonito,Un Verano Sin Ti,Bad Bunny,reggaeton,85,True,2022-05-06,178567,42.5,2.9761166666666665,2022
The Kind of Love We Make,Growin' Up,Luke Combs,country,79,False,2022-06-24,224426,39.5,3.7404333333333333,2022
I'm Good (Blue),I'm Good (Blue),David Guetta,edm,88,True,2022-08-26,175238,44.0,2.9206333333333334,2022
I Ain't Worried,"I Ain’t Worried (Music From The Motion Picture ""Top Gun: Maverick"")",OneRepublic,soft pop,86,False,2022-05-13,148485,43.0,2.47475,2022
HASTA LA MUERTE,NOSTALGIA,Eslabon Armado,corridos tumbados,80,False,2022-05-06,209902,40.0,3.4983666666666666,2022
Ojitos Lindos,Un Verano Sin Ti,Bad Bunny,reggaeton,87,False,2022-05-06,258298,43.5,4.304966666666667,2022
P power (feat. Drake),DS4EVER,Gunna,melodic rap,79,True,2022-01-13,193346,39.5,3.2224333333333335,2022
Low,SOS,SZA,r&b,80,True,2022-12-09,181080,40.0,3.018,2022
Just Pretend,THE DEATH OF PEACE OF MIND,Bad Omens,metalcore,79,False,2022-02-25,204676,39.5,3.4112666666666667,2022
Count Me Out,Mr. Morale & The Big Steppers,Kendrick Lamar,hip hop,81,True,2022-05-13,283642,40.5,4.727366666666667,2022
Efecto,Un Verano Sin Ti,Bad Bunny,reggaeton,84,True,2022-05-06,213061,42.0,3.5510166666666665,2022
"Going, Going, Gone",Growin' Up,Luke Combs,country,77,False,2022-06-24,177266,38.5,2.9544333333333332,2022
Spread Thin,Buckles Laboratories Presents: The Intermission,Mariah the Scientist,alternative r&b,77,False,2022-03-11,202519,38.5,3.3753166666666665,2022
Matte Black,"Sing Me a Lullaby, My Sweet Temptation",$uicideboy$,emo rap,76,True,2022-07-29,238145,38.0,3.9690833333333333,2022
Otro Atardecer,Un Verano Sin Ti,Bad Bunny,reggaeton,84,False,2022-05-06,244444,42.0,4.074066666666667,2022
La Curiosidad,Dañado,Ivan Cornejo,sad sierreño,78,False,2022-06-02,216000,39.0,3.6,2022
Die Hard,Mr. Morale & The Big Steppers,Kendrick Lamar,hip hop,80,True,2022-05-13,239026,40.0,3.9837666666666665,2022
PUFFIN ON ZOOTIEZ,I NEVER LIKED YOU,Future,rap,78,True,2022-04-29,172933,39.0,2.882216666666667,2022
Fancy Like,Country Stuff The Album,Walker Hayes,country,76,False,2022-01-21,161853,38.0,2.69755,2022
Extssy Model,Mi Vida En Un Cigarro 2,Junior H,corridos tumbados,83,False,2022-02-11,240654,41.5,4.0109,2022
THE DEATH OF PEACE OF MIND,THE DEATH OF PEACE OF MIND,Bad Omens,metalcore,78,True,2022-02-25,241499,39.0,4.024983333333333,2022
Una Noche en Medellín,Una Noche en Medellín,Cris Mj,reggaeton chileno,83,True,2022-01-21,153750,41.5,2.5625,2022
Your Heart Or Mine,Mr. Saturday Night,Jon Pardi,country,74,False,2022-09-02,161200,37.0,2.6866666666666665,2022
Kill Bill,SOS,SZA,r&b,81,False,2022-12-09,153946,40.5,2.5657666666666668,2022
Calm Down (with Selena Gomez),Calm Down (with Selena Gomez),Rema,afrobeats,84,False,2022-08-25,239317,42.0,3.9886166666666667,2022
Oysters In My Pocket,Oysters In My Pocket,Royel Otis,indie,78,False,2022-03-10,162338,39.0,2.705633333333333,2022
Heavy Eyes,American Heartbreak,Zach Bryan,country,74,False,2022-05-20,190780,37.0,3.179666666666667,2022
Get Busy,Dutty Rock (20th Anniversary),Sean Paul,dancehall,81,False,2022-11-11,211666,40.5,3.5277666666666665,2022
Hours In Silence,Her Loss,Drake,rap,76,True,2022-11-04,399153,38.0,6.65255,2022
Callaita,Un Verano Sin Ti,Bad Bunny,reggaeton,82,True,2022-05-06,250533,41.0,4.17555,2022
Está Dañado,Dañado,Ivan Cornejo,sad sierreño,76,False,2022-06-02,201194,38.0,3.3532333333333333,2022
United In Grief,Mr. Morale & The Big Steppers,Kendrick Lamar,hip hop,78,True,2022-05-13,255377,39.0,4.256283333333333,2022
Party,Un Verano Sin Ti,Bad Bunny,reggaeton,80,True,2022-05-06,227628,40.0,3.7938,2022
Hey Mor,OzuTochi,Ozuna,reggaeton,83,False,2022-10-07,196600,41.5,3.276666666666667,2022
Out thë way,Lyfë,Yeat,rage rap,76,True,2022-09-09,150241,38.0,2.504016666666667,2022
Moth To A Flame (with The Weeknd),Paradise Again,Swedish House Mafia,edm,83,False,2022-04-15,234000,41.5,3.9,2022
Neverita,Un Verano Sin Ti,Bad Bunny,reggaeton,82,False,2022-05-06,173119,41.0,2.8853166666666668,2022
Fifth of May,The Greatest Day of My Life,Zach Bryan,country,73,False,2022-11-11,178151,36.5,2.9691833333333335,2022
Tarot,Un Verano Sin Ti,Bad Bunny,reggaeton,82,True,2022-05-06,237894,41.0,3.9649,2022
El Gavilán,El Gavilán,Luis R Conriquez,corrido,78,False,2022-10-21,175295,39.0,2.9215833333333334,2022
Feliz Cumpleaños Ferxxo,FELIZ CUMPLEAÑOS FERXXO TE PIRATEAMOS EL ÁLBUM,Feid,reggaeton,83,False,2022-09-14,155960,41.5,2.5993333333333335,2022
Después de la Playa,Un Verano Sin Ti,Bad Bunny,reggaeton,79,False,2022-05-06,230400,39.5,3.84,2022
Shameless,Shameless,Avenoir,dark r&b,75,True,2022-08-19,175386,37.5,2.9231,2022
"World, Hold On - FISHER Rework","World, Hold On (FISHER Rework)",Bob Sinclar,french house,71,False,2022-09-02,178304,35.5,2.9717333333333333,2022
RUNRUNRUN,RUNRUNRUN,Dutch Melrose,dark r&b,79,False,2022-03-25,140751,39.5,2.34585,2022
Un Coco,Un Verano Sin Ti,Bad Bunny,reggaeton,82,True,2022-05-06,196412,41.0,3.2735333333333334,2022
La Mamá de la Mamá,SAGITARIO,El Alfa,dembow,78,False,2022-11-22,219000,39.0,3.65,2022
No Le Aflojo,No Le Aflojo,Los Gemelos De Sinaloa,corrido,76,False,2022-03-02,202875,38.0,3.38125,2022
Billete Grande (En Vivo),Billete Grande (En Vivo),Fuerza Regida,corrido,77,False,2022-08-02,163940,38.5,2.7323333333333335,2022
ROLE MODEL,WASTELAND,Brent Faiyaz,r&b,75,True,2022-07-08,194009,37.5,3.2334833333333335,2022
Heaven Takes You Home (feat. Connie Constance),Paradise Again,Swedish House Mafia,edm,80,False,2022-04-15,214071,40.0,3.56785,2022
Andrea,Un Verano Sin Ti,Bad Bunny,reggaeton,81,True,2022-05-06,339611,40.5,5.660183333333333,2022
Unholy (feat. Kim Petras),Unholy (feat. Kim Petras),Sam Smith,soft pop,80,False,2022-09-22,156943,40.0,2.6157166666666667,2022
Tocame,Fuera de Órbita,La Santa Grifa,mexican hip hop,79,True,2022-02-01,233064,39.5,3.8844,2022
Bebe Dame,Sigan Hablando,Fuerza Regida,corrido,76,False,2022-12-28,271861,38.0,4.531016666666667,2022
MAMIII,ESQUEMAS,Becky G,reggaeton,78,False,2022-05-13,226093,39.0,3.7682166666666665,2022
Solo Me Dejaste,Solo Me Dejaste,Grupo Marca Registrada,corrido,77,False,2022-07-08,186709,38.5,3.1118166666666665,2022
Tishomingo,American Heartbreak,Zach Bryan,country,71,False,2022-05-20,188882,35.5,3.1480333333333332,2022
Normal,FELIZ CUMPLEAÑOS FERXXO TE PIRATEAMOS EL ÁLBUM,Feid,reggaeton,81,True,2022-09-14,171880,40.5,2.8646666666666665,2022
You Are My Sunshine,Baby Lullabies with Soothing Night-time Sounds,Nursery Rhymes ABC,lullaby,77,False,2022-01-07,201000,38.5,3.35,2022
"Quevedo: Bzrp Music Sessions, Vol. 52","Quevedo: Bzrp Music Sessions, Vol. 52",Bizarrap,argentine trap,84,False,2022-07-06,198937,42.0,3.3156166666666667,2022
Hublot,Hublot,Los Farmerz,corrido,76,False,2022-04-22,225250,38.0,3.754166666666667,2022
Igualito a Mi Apá,Pa Que Hablen,Fuerza Regida,corrido,76,True,2022-12-30,166821,38.0,2.78035,2022
Numb,Numb,Marshmello,edm,76,False,2022-06-10,155588,38.0,2.5931333333333333,2022
Ditto,Ditto,NewJeans,k-pop,80,False,2022-12-19,185506,40.0,3.0917666666666666,2022
Un Ratito,Un Verano Sin Ti,Bad Bunny,reggaeton,79,True,2022-05-06,176936,39.5,2.948933333333333,2022
Ojos Cerrados,Ojos Cerrados,Banda MS de Sergio Lizárraga,banda,78,False,2022-01-07,180750,39.0,3.0125,2022
Yo No Soy Celoso,Un Verano Sin Ti,Bad Bunny,reggaeton,78,True,2022-05-06,230704,39.0,3.845066666666667,2022
Ya No Somos Ni Seremos,Forajido EP 1,Christian Nodal,banda,80,False,2022-05-27,185722,40.0,3.0953666666666666,2022
10:35,10:35,Tiësto,edm,78,False,2022-11-03,172252,39.0,2.8708666666666667,2022
Enséñame a Bailar,Un Verano Sin Ti,Bad Bunny,reggaeton,82,False,2022-05-06,176000,41.0,2.933333333333333,2022
Un Verano Sin Ti,Un Verano Sin Ti,Bad Bunny,reggaeton,80,False,2022-05-06,148143,40.0,2.46905,2022
La Corriente,Un Verano Sin Ti,Bad Bunny,reggaeton,79,True,2022-05-06,198367,39.5,3.3061166666666666,2022
Si Fuera Fácil,Si Fuera Fácil,Grupo Marca Registrada,corrido,77,False,2022-05-27,170496,38.5,2.8416,2022
Los Collares,Los Collares,Oscar Maydon,corridos tumbados,77,False,2022-09-30,148793,38.5,2.4798833333333334,2022
Me Fui de Vacaciones,Un Verano Sin Ti,Bad Bunny,reggaeton,80,False,2022-05-06,180929,40.0,3.0154833333333335,2022
Prueba De Fuego,Prueba De Fuego,Hermanos Espinoza,corrido,73,False,2022-10-29,231855,36.5,3.86425,2022
Deep Down (feat. Never Dull),Deep Down (feat. Never Dull),Alok,brazilian bass,79,False,2022-06-17,165752,39.5,2.7625333333333333,2022
Enjoy the Silence,"Violator | The 12"" Singles",Depeche Mode,new wave,78,False,2022-04-01,257630,39.0,4.293833333333334,2022
MANIAC,ODDINARY,Stray Kids,k-pop,77,False,2022-03-18,182757,38.5,3.04595,2022
El Hijo Mayor,El Hijo Mayor,Junior H,corridos tumbados,78,True,2022-05-20,196500,39.0,3.275,2022
Fake ID (Coke & Rum Remix),Fake ID (Coke & Rum Remix),Riton,house,75,True,2022-12-15,126720,37.5,2.112,2022
Como Jordan,Mi Vida En Un Cigarro 2,Junior H,corridos tumbados,74,False,2022-02-11,225152,37.0,3.7525333333333335,2022
La Bachata,La Bachata,Manuel Turizo,reggaeton,81,False,2022-05-26,162637,40.5,2.7106166666666667,2022
Los Botones Azules,Mi Vida En Un Cigarro 2,Junior H,corridos tumbados,76,False,2022-02-11,135611,38.0,2.2601833333333334,2022
Doja,Doja,Central Cee,uk drill,81,True,2022-07-21,97392,40.5,1.6232,2022
Aguacero,Un Verano Sin Ti,Bad Bunny,reggaeton,79,True,2022-05-06,210989,39.5,3.5164833333333334,2022
I'm Still in Love with You (feat. Sasha),Dutty Rock (20th Anniversary),Sean Paul,dancehall,75,False,2022-11-11,273360,37.5,4.556,2022
COLOGNE,CONTINGENTE,Junior H,corridos tumbados,78,True,2022-11-23,225306,39.0,3.7551,2022
Mi Terre CLN,Pa Que Hablen,Fuerza Regida,corrido,75,True,2022-12-30,172056,37.5,2.8676,2022
CHORRITO PA LAS ANIMAS,SIXDO,Feid,reggaeton,78,True,2022-12-02,168133,39.0,2.802216666666667,2022
Relax My Eyes,Relax My Eyes,ANOTR,house,80,False,2022-11-04,192150,40.0,3.2025,2022
Hype Boy,NewJeans 1st EP 'New Jeans',NewJeans,k-pop,79,False,2022-08-01,179026,39.5,2.9837666666666665,2022
green to blue - slowed + reverbed,green to blue (slowed + reverbed),daniel.mp3,dark ambient,75,False,2022-10-06,187068,37.5,3.1178,2022
Belly Dancer,Belly Dancer,Imanbek,slap house,80,False,2022-02-18,151475,40.0,2.524583333333333,2022
LA INOCENTE,MICRODOSIS,Mora,urbano latino,82,True,2022-04-01,202173,41.0,3.36955,2022
COULD BE WRONG,COULD BE WRONG,LOSTBOYJAY,rally house,76,False,2022-12-02,186046,38.0,3.1007666666666664,2022
Mentiras,Pura Manzanita Vol. 3,Grupo Los de la O,corrido,75,False,2022-11-04,234592,37.5,3.909866666666667,2022
Attention,NewJeans 1st EP 'New Jeans',NewJeans,k-pop,78,False,2022-08-01,180066,39.0,3.0011,2022
Dos Mil 16,Un Verano Sin Ti,Bad Bunny,reggaeton,80,True,2022-05-06,208615,40.0,3.476916666666667,2022
Ferrari,Ferrari,James Hype,house,81,False,2022-04-01,186661,40.5,3.1110166666666665,2022
Siempre Pendientes,Siempre Pendientes,Peso Pluma,corrido,74,True,2022-08-15,186828,37.0,3.1138,2022
Murder In My Mind,Murder In My Mind,Kordhell,phonk,79,True,2022-01-21,145000,39.5,2.4166666666666665,2022
People,People,Libianca,afrobeats,81,False,2022-12-06,184791,40.5,3.07985,2022
Nací Para Amarte,Mi Vida En Un Cigarro 2,Junior H,corridos tumbados,74,False,2022-02-11,272698,37.0,4.544966666666666,2022
Que Te Vaya Bien,"De Hoy En Adelante, Que Te Vaya Bien",Julión Álvarez y su Norteño Banda,banda,75,False,2022-11-11,151386,37.5,2.5231,2022
BABYDOLL,BABYDOLL,Ari Abdul,dark r&b,77,True,2022-02-22,196235,38.5,3.270583333333333,2022
Gogo Dance,SABIDURIA,El Alfa,dembow,74,False,2022-04-07,173389,37.0,2.8898166666666665,2022
Chale,Chale,Eden Muñoz,banda,76,False,2022-02-18,170744,38.0,2.8457333333333334,2022
Words (feat. Zara Larsson),Words (feat. Zara Larsson),Alesso,edm,77,False,2022-04-22,142677,38.5,2.37795,2022
Sin Ti,Quédate Conmigo,Edicion Especial,corrido,74,False,2022-06-10,225581,37.0,3.7596833333333333,2022
Agosto,Un Verano Sin Ti,Bad Bunny,reggaeton,77,True,2022-05-06,139041,38.5,2.31735,2022
THE SHADE,WHO CARES?,Rex Orange County,bedroom pop,77,False,2022-03-11,181506,38.5,3.0251,2022
KICK BACK,KICK BACK,Kenshi Yonezu,j-pop,75,False,2022-10-12,193495,37.5,3.2249166666666667,2022
Ferxxo 100,FELIZ CUMPLEAÑOS FERXXO TE PIRATEAMOS EL ÁLBUM,Feid,reggaeton,78,False,2022-09-14,167760,39.0,2.796,2022
Calidad,Haciendo Lo Mío,Luis Mexia,banda,76,False,2022-07-15,170053,38.0,2.834216666666667,2022
Ch y la Pizza,Pa Que Hablen,Fuerza Regida,corrido,73,True,2022-12-30,136913,36.5,2.2818833333333335,2022
this feeling,this feeling,Øneheart,dark ambient,73,False,2022-02-18,94333,36.5,1.5722166666666666,2022
Que Vuelvas,Que Vuelvas,Carín León,banda,74,False,2022-12-09,169418,37.0,2.8236333333333334,2022
Run BTS,Proof,BTS,k-pop,79,False,2022-06-10,204939,39.5,3.41565,2022
apathy,apathy,Øneheart,dark ambient,74,False,2022-10-21,117073,37.0,1.9512166666666666,2022
Flight's Booked,"Honestly, Nevermind",Drake,rap,72,False,2022-06-17,254407,36.0,4.240116666666666,2022
Yo Todo Lo Doy,ALFA & OMEGA,Alfredo Olivas,banda,78,False,2022-09-30,202453,39.0,3.374216666666667,2022
Pasilyo,Pasilyo,SunKissed Lola,opm,78,False,2022-10-28,270250,39.0,4.504166666666666,2022
Regresen el Tiempo,Fuera de Órbita,La Santa Grifa,mexican hip hop,74,True,2022-02-01,176065,37.0,2.9344166666666665,2022
watching the stars,watching the stars,Øneheart,dark ambient,73,False,2022-08-05,99146,36.5,1.6524333333333334,2022
